SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4
2021-2022,17,ILLINOIS,IL,Monee Elementary School,Crete Monee CUSD 201U,1,,IL-56-099-201U-26,1711250,IL-56-099-201U-26-56099201U2006,1.71125E+11,1701348,25425 S Will Center Rd,,,Monee,IL,60449,9814,25425 S Will Center Rd,,,Monee,IL,60449,9814
2021-2022,17,ILLINOIS,IL,Talala Elementary School,Crete Monee CUSD 201U,1,,IL-56-099-201U-26,1711250,IL-56-099-201U-26-56099201U2007,1.71125E+11,1701349,430 Talala St,,,Park Forest,IL,60466,2410,430 Talala St,,,Park Forest,IL,60466,2410
2021-2022,17,ILLINOIS,IL,Coretta Scott King Magnet Sch,Crete Monee CUSD 201U,1,,IL-56-099-201U-26,1711250,IL-56-099-201U-26-56099201U2008,1.71125E+11,1701350,1009 Blackhawk Dr,,,University Park,IL,60484,3248,1009 Blackhawk Dr,,,University Park,IL,60484,3248
2021-2022,17,ILLINOIS,IL,Monee Education Center,Crete Monee CUSD 201U,1,,IL-56-099-201U-26,1711250,IL-56-099-201U-26-56099201U3002,1.71125E+11,1705861,5154 W Main St,,,Monee,IL,60449,9281,5154 W Main St,,,Monee,IL,60449,9281
2021-2022,17,ILLINOIS,IL,Crete-Monee Early Childhood Cntr,Crete Monee CUSD 201U,1,,IL-56-099-201U-26,1711250,IL-56-099-201U-26-56099201U3001,1.71125E+11,1705960,1500 S Sangamon St,,,Crete,IL,60417,2831,1500 S Sangamon St,,,Crete,IL,60417,2831
2021-2022,17,ILLINOIS,IL,LaSalle Elem School,Creve Coeur SD 76,1,,IL-53-090-0760-02,1711290,IL-53-090-0760-02-5309007602004,1.71129E+11,1701353,300 N Highland St,,,Creve Coeur,IL,61610,3135,300 N Highland St,,,Creve Coeur,IL,61610,3135
2021-2022,17,ILLINOIS,IL,Parkview Jr High School,Creve Coeur SD 76,1,,IL-53-090-0760-02,1711290,IL-53-090-0760-02-5309007601005,1.71129E+11,1701354,800 Groveland St,,,Creve Coeur,IL,61610,4255,800 Groveland St,,,Creve Coeur,IL,61610,4255
2021-2022,17,ILLINOIS,IL,Canterbury Elem School,Crystal Lake CCSD 47,1,,IL-44-063-0470-04,1711350,IL-44-063-0470-04-4406304702001,1.71135E+11,1701357,875 Canterbury Dr,,,Crystal Lake,IL,60014,7871,875 Canterbury Dr,,,Crystal Lake,IL,60014,7871
2021-2022,17,ILLINOIS,IL,Husmann Elem School,Crystal Lake CCSD 47,1,,IL-44-063-0470-04,1711350,IL-44-063-0470-04-4406304702002,1.71135E+11,1701358,131 W Paddock St,,,Crystal Lake,IL,60014,6125,131 W Paddock St,,,Crystal Lake,IL,60014,6125
2021-2022,17,ILLINOIS,IL,Coventry Elem School,Crystal Lake CCSD 47,1,,IL-44-063-0470-04,1711350,IL-44-063-0470-04-4406304702003,1.71135E+11,1701359,820 Darlington Ln,,,Crystal Lake,IL,60014,7883,820 Darlington Ln,,,Crystal Lake,IL,60014,7883
2021-2022,17,ILLINOIS,IL,Lundahl Middle School,Crystal Lake CCSD 47,1,,IL-44-063-0470-04,1711350,IL-44-063-0470-04-4406304701004,1.71135E+11,1701360,560 Nash Rd,,,Crystal Lake,IL,60014,7138,560 Nash Rd,,,Crystal Lake,IL,60014,7138
2021-2022,17,ILLINOIS,IL,North Elem School,Crystal Lake CCSD 47,1,,IL-44-063-0470-04,1711350,IL-44-063-0470-04-4406304702005,1.71135E+11,1701361,500 W Woodstock St,,,Crystal Lake,IL,60014,3425,500 W Woodstock St,,,Crystal Lake,IL,60014,3425
2021-2022,17,ILLINOIS,IL,Richard F Bernotas Middle Sch,Crystal Lake CCSD 47,1,,IL-44-063-0470-04,1711350,IL-44-063-0470-04-4406304701006,1.71135E+11,1701362,170 N Oak St,,,Crystal Lake,IL,60014,4246,170 N Oak St,,,Crystal Lake,IL,60014,4246
2021-2022,17,ILLINOIS,IL,South Elem School,Crystal Lake CCSD 47,1,,IL-44-063-0470-04,1711350,IL-44-063-0470-04-4406304702007,1.71135E+11,1701364,601 Golf Rd,,,Crystal Lake,IL,60014,5644,601 Golf Rd,,,Crystal Lake,IL,60014,5644
2021-2022,17,ILLINOIS,IL,West Elem School,Crystal Lake CCSD 47,1,,IL-44-063-0470-04,1711350,IL-44-063-0470-04-4406304702008,1.71135E+11,1701365,100 Briarwood Dr,,,Crystal Lake,IL,60014,5190,100 Briarwood Dr,,,Crystal Lake,IL,60014,5190
2021-2022,17,ILLINOIS,IL,Hannah Beardsley Middle School,Crystal Lake CCSD 47,1,,IL-44-063-0470-04,1711350,IL-44-063-0470-04-4406304701005,1.71135E+11,1701799,515 E Crystal Lake Ave,,,Crystal Lake,IL,60014,6215,515 E Crystal Lake Ave,,,Crystal Lake,IL,60014,6215
2021-2022,17,ILLINOIS,IL,Woods Creek Elementary School,Crystal Lake CCSD 47,1,,IL-44-063-0470-04,1711350,IL-44-063-0470-04-4406304702010,1.71135E+11,1702147,1100 Alexandra Blvd,,,Crystal Lake,IL,60014,1947,1100 Alexandra Blvd,,,Crystal Lake,IL,60014,1947
